Date,Hospital_ID,Hospital_Name,City,State,Disease_Type,Season,Patient_Count,ICU_Required,Beds_Required,Available_Beds,Oxygen_Cylinders_Required,Doctors_Required,Nurses_Required,Ventilators_Required,Medicine_1,Medicine_2,Medicine_3,Medicine_Units_Required,Occupancy_Rate,Emergency_Level
2024-11-07,1078,"Collins, Reid and Hall Hospital",Warrenshire,Massachusetts,Malaria,Summer,458,73,361,146,132,31,135,28,Chloroquine,Artemisinin,Primaquine,1832,247.26,HIGH
2024-11-08,1054,Hall-Wells Hospital,New Davidstad,Alabama,Malaria,Rainy,420,80,377,146,158,28,109,48,Chloroquine,Artemisinin,Primaquine,840,258.22,HIGH
2024-11-09,1034,Fowler-Sanchez Hospital,New Faithport,Virginia,Dengue,Winter,99,21,81,149,34,8,16,15,ORS,Platelets,Paracetamol,495,54.36,LOW
2024-11-10,1006,"Rivera, Jones and Porter Hospital",Simmonschester,Florida,COVID,Rainy,447,81,415,530,217,42,69,57,Remdesivir,Paracetamol,Oxygen Support,1788,78.3,MEDIUM
2024-11-11,1041,"Thompson, Berry and Garrison Hospital",Port Lukeberg,Delaware,Pneumonia,Summer,70,17,48,257,32,8,19,6,Amoxicillin,Azithromycin,Cough Syrup,210,18.68,LOW
2024-11-12,1043,Camacho Group Hospital,North Melissa,Wyoming,Typhoid,Winter,144,27,114,187,57,16,29,12,Ciprofloxacin,Azithromycin,ORS,288,60.96,LOW
2024-11-13,1091,"Clark, Scott and Nelson Hospital",Stephanieburgh,Illinois,Typhoid,Summer,241,50,175,379,71,12,49,19,Ciprofloxacin,Azithromycin,ORS,1205,46.17,LOW
2024-11-14,1091,"Stafford, Alvarado and Walker Hospital",West Brian,Louisiana,COVID,Winter,51,7,40,329,22,2,12,2,Remdesivir,Paracetamol,Oxygen Support,102,12.16,LOW
2024-11-15,1039,"Alvarez, Benitez and Medina Hospital",Martinezview,Michigan,COVID,Summer,167,27,155,583,62,15,42,18,Remdesivir,Paracetamol,Oxygen Support,668,26.59,LOW
2024-11-16,1060,"Zhang, David and Cochran Hospital",West Elizabeth,Montana,Flu,Summer,398,84,285,115,161,44,105,25,Paracetamol,Azithromycin,Vitamin C,1194,247.83,HIGH
2024-11-17,1042,Jones PLC Hospital,North Joshuaborough,Nevada,COVID,Summer,470,77,295,187,152,47,72,51,Remdesivir,Paracetamol,Oxygen Support,940,157.75,HIGH
2024-11-18,1044,Garcia-Vasquez Hospital,Lindseymouth,Texas,COVID,Summer,303,50,235,539,150,30,78,23,Remdesivir,Paracetamol,Oxygen Support,606,43.6,LOW
2024-11-19,1062,Joseph-Thomas Hospital,Vickifurt,New Hampshire,Pneumonia,Summer,154,34,128,112,36,13,28,26,Amoxicillin,Azithromycin,Cough Syrup,462,114.29,HIGH
2024-11-20,1059,Medina and Sons Hospital,Scottstad,North Dakota,Typhoid,Summer,71,10,65,490,15,5,15,4,Ciprofloxacin,Azithromycin,ORS,355,13.27,LOW
2024-11-21,1025,"West, Mathews and Snyder Hospital",South Kevinview,Vermont,Pneumonia,Rainy,203,27,191,559,51,12,31,17,Amoxicillin,Azithromycin,Cough Syrup,406,34.17,LOW
2024-11-22,1082,"Williams, Clark and Ellis Hospital",Port Anthony,Hawaii,COVID,Rainy,167,28,137,581,53,14,29,19,Remdesivir,Paracetamol,Oxygen Support,334,23.58,LOW
2024-11-23,1085,Sullivan-Nguyen Hospital,Robinsonmouth,Utah,Typhoid,Winter,291,64,234,361,91,18,62,49,Ciprofloxacin,Azithromycin,ORS,1455,64.82,LOW
2024-11-24,1027,Martin-Lopez Hospital,Greenmouth,Texas,Malaria,Winter,91,19,79,449,28,6,14,10,Chloroquine,Artemisinin,Primaquine,182,17.59,LOW
2024-11-25,1034,"Finley, Bryant and Kelly Hospital",Karenhaven,Oregon,Typhoid,Rainy,415,99,333,559,166,45,64,50,Ciprofloxacin,Azithromycin,ORS,1660,59.57,LOW
2024-11-26,1062,Castaneda Inc Hospital,Kristinhaven,Nebraska,Flu,Rainy,318,32,210,340,101,17,81,10,Paracetamol,Azithromycin,Vitamin C,1272,61.76,LOW
2024-11-27,1095,Gonzalez Group Hospital,Kyleburgh,Pennsylvania,COVID,Summer,251,24,198,111,109,14,46,10,Remdesivir,Paracetamol,Oxygen Support,1004,178.38,HIGH
2024-11-28,1006,Hall Ltd Hospital,West Maurice,Oregon,COVID,Summer,122,14,99,453,57,10,34,10,Remdesivir,Paracetamol,Oxygen Support,610,21.85,LOW
2024-11-29,1069,"Mccarthy, Sandoval and Fry Hospital",Theodoreville,Virginia,COVID,Summer,68,10,45,228,22,7,14,5,Remdesivir,Paracetamol,Oxygen Support,272,19.74,LOW
2024-11-30,1041,Norman and Sons Hospital,Port Michelle,Oregon,Pneumonia,Winter,167,30,147,303,63,12,39,11,Amoxicillin,Azithromycin,Cough Syrup,501,48.51,LOW
2024-12-01,1091,Miranda-Leonard Hospital,New Douglaston,California,Typhoid,Summer,83,12,70,125,17,9,18,5,Ciprofloxacin,Azithromycin,ORS,166,56.0,LOW
2024-12-02,1078,King-Lester Hospital,South David,Delaware,COVID,Summer,336,69,242,570,73,26,55,23,Remdesivir,Paracetamol,Oxygen Support,1680,42.46,LOW
2024-12-03,1045,Peterson Ltd Hospital,Lake Michaelland,Washington,Pneumonia,Rainy,248,57,175,110,74,25,56,17,Amoxicillin,Azithromycin,Cough Syrup,1240,159.09,HIGH
2024-12-04,1043,Walter Inc Hospital,Romanfort,Oregon,Flu,Winter,251,48,209,196,118,26,43,21,Paracetamol,Azithromycin,Vitamin C,1255,106.63,HIGH
2024-12-05,1057,Reynolds PLC Hospital,Brandonmouth,Missouri,COVID,Rainy,355,70,221,506,109,28,69,22,Remdesivir,Paracetamol,Oxygen Support,1775,43.68,LOW
2024-12-06,1079,"James, Garrison and Haney Hospital",North Josefort,Missouri,Dengue,Rainy,477,57,384,153,190,25,83,41,ORS,Platelets,Paracetamol,954,250.98,HIGH
2024-12-07,1050,Waters Inc Hospital,Khanside,Tennessee,COVID,Rainy,302,52,286,428,133,30,50,32,Remdesivir,Paracetamol,Oxygen Support,604,66.82,MEDIUM
2024-12-08,1036,Gonzales Group Hospital,West Reneechester,Indiana,Pneumonia,Summer,302,24,188,266,104,20,52,7,Amoxicillin,Azithromycin,Cough Syrup,1208,70.68,MEDIUM
2024-12-09,1020,"Smith, Burns and Lewis Hospital",Alvarezside,Georgia,Dengue,Winter,259,31,199,578,52,25,73,17,ORS,Platelets,Paracetamol,518,34.43,LOW
2024-12-10,1067,"Wright, Rice and Powell Hospital",Shieldsburgh,Oklahoma,Dengue,Summer,251,43,164,331,82,21,46,16,ORS,Platelets,Paracetamol,502,49.55,LOW
2024-12-11,1075,Parker and Sons Hospital,East Joannburgh,California,COVID,Summer,93,22,58,206,21,10,26,9,Remdesivir,Paracetamol,Oxygen Support,279,28.16,LOW
2024-12-12,1050,Myers Ltd Hospital,Shortborough,Washington,COVID,Winter,196,19,123,327,75,17,31,6,Remdesivir,Paracetamol,Oxygen Support,588,37.61,LOW
2024-12-13,1049,"Hudson, Hunt and Peters Hospital",Maryfort,Oregon,COVID,Winter,212,47,190,173,94,18,49,29,Remdesivir,Paracetamol,Oxygen Support,424,109.83,HIGH
2024-12-14,1022,"Patterson, Matthews and Carter Hospital",Robertport,Rhode Island,Flu,Rainy,89,10,64,206,21,4,25,5,Paracetamol,Azithromycin,Vitamin C,178,31.07,LOW
2024-12-15,1052,Green LLC Hospital,South Saramouth,Oklahoma,Flu,Winter,55,8,36,342,25,5,13,5,Paracetamol,Azithromycin,Vitamin C,110,10.53,LOW
2024-12-16,1073,Hall PLC Hospital,New Richard,Massachusetts,Pneumonia,Winter,454,49,286,220,171,41,125,38,Amoxicillin,Azithromycin,Cough Syrup,1816,130.0,HIGH
2024-12-17,1084,Burnett-Malone Hospital,Hannahport,Virginia,Malaria,Rainy,323,64,239,358,112,25,73,24,Chloroquine,Artemisinin,Primaquine,1615,66.76,MEDIUM
2024-12-18,1010,Chambers and Sons Hospital,North Antonio,Oklahoma,Dengue,Rainy,408,92,307,322,95,27,77,44,ORS,Platelets,Paracetamol,816,95.34,HIGH
2024-12-19,1080,Johnson-Thornton Hospital,South Emilyton,Iowa,Flu,Winter,402,37,265,380,159,21,78,20,Paracetamol,Azithromycin,Vitamin C,1206,69.74,MEDIUM
2024-12-20,1100,Burke Inc Hospital,West Sheila,Wisconsin,Dengue,Winter,213,27,184,534,69,16,43,12,ORS,Platelets,Paracetamol,639,34.46,LOW
2024-12-21,1023,"Miles, Foster and Wallace Hospital",Cruzstad,Delaware,Dengue,Summer,100,24,67,241,33,9,24,15,ORS,Platelets,Paracetamol,400,27.8,LOW
2024-12-22,1072,"Jones, Orozco and Combs Hospital",Lake Danny,Nevada,Pneumonia,Summer,445,104,307,597,134,36,104,68,Amoxicillin,Azithromycin,Cough Syrup,2225,51.42,LOW
2024-12-23,1092,Espinoza-Torres Hospital,South Antonio,Tennessee,Typhoid,Summer,388,31,280,456,92,43,94,16,Ciprofloxacin,Azithromycin,ORS,776,61.4,LOW
2024-12-24,1098,"Noble, Roberts and Kim Hospital",Gregoryland,North Dakota,Dengue,Summer,301,43,199,515,115,31,76,17,ORS,Platelets,Paracetamol,903,38.64,LOW
2024-12-25,1031,Fisher-Chavez Hospital,Jefferyshire,North Carolina,Malaria,Summer,348,81,257,494,95,35,104,57,Chloroquine,Artemisinin,Primaquine,696,52.02,LOW
2024-12-26,1040,Mcintyre-Hernandez Hospital,Trujilloburgh,Connecticut,Malaria,Rainy,236,49,219,213,109,18,65,28,Chloroquine,Artemisinin,Primaquine,708,102.82,HIGH
2024-12-27,1016,"Logan, Weaver and Clark Hospital",Brendaside,Nevada,Typhoid,Rainy,78,16,63,537,27,4,17,9,Ciprofloxacin,Azithromycin,ORS,390,11.73,LOW
2024-12-28,1083,Barrett Ltd Hospital,North Derrickland,Connecticut,Dengue,Rainy,214,31,145,585,44,11,38,18,ORS,Platelets,Paracetamol,642,24.79,LOW
2024-12-29,1084,"Gilmore, Mann and Davis Hospital",South Kenneth,Kansas,Flu,Winter,206,31,166,150,82,14,32,13,Paracetamol,Azithromycin,Vitamin C,412,110.67,HIGH
2024-12-30,1064,Tran-Ford Hospital,Margaretfurt,Delaware,Typhoid,Winter,271,64,209,350,131,19,81,35,Ciprofloxacin,Azithromycin,ORS,542,59.71,LOW
2024-01-01,1038,Shaw Group Hospital,Lake Virginia,Alaska,Typhoid,Summer,371,37,306,128,132,43,88,12,Ciprofloxacin,Azithromycin,ORS,742,239.06,HIGH
2024-01-02,1082,"Lozano, Jones and Williams Hospital",Lake Alexandria,Indiana,Flu,Summer,313,45,294,216,86,21,74,15,Paracetamol,Azithromycin,Vitamin C,626,136.11,HIGH
2024-01-03,1009,Dalton-Roberts Hospital,Wagnerberg,West Virginia,Dengue,Winter,444,74,396,263,203,32,67,32,ORS,Platelets,Paracetamol,888,150.57,HIGH
2024-01-04,1025,Graham-Solomon Hospital,West James,Vermont,Dengue,Summer,191,28,133,404,91,13,35,17,ORS,Platelets,Paracetamol,955,32.92,LOW
2024-01-05,1023,Rodgers Group Hospital,West Ashleymouth,California,Malaria,Summer,286,25,223,218,139,23,68,15,Chloroquine,Artemisinin,Primaquine,1144,102.29,HIGH
2024-01-06,1030,Cole-Myers Hospital,Chadland,Delaware,Flu,Rainy,245,43,212,407,81,24,51,21,Paracetamol,Azithromycin,Vitamin C,980,52.09,LOW
2024-01-07,1085,"Evans, Gallegos and Gaines Hospital",Johnbury,Montana,Flu,Rainy,202,42,190,134,41,17,51,26,Paracetamol,Azithromycin,Vitamin C,1010,141.79,HIGH
2024-01-08,1074,"Roman, Roberts and Nelson Hospital",Edwinstad,Arkansas,Typhoid,Summer,328,49,205,492,136,23,90,34,Ciprofloxacin,Azithromycin,ORS,1312,41.67,LOW
2024-01-09,1066,Nixon-Carpenter Hospital,Paynehaven,South Carolina,Dengue,Summer,399,93,360,469,153,46,92,50,ORS,Platelets,Paracetamol,1995,76.76,MEDIUM
2024-01-10,1027,Patrick Inc Hospital,West Stephen,Kansas,COVID,Summer,378,48,303,233,141,33,103,32,Remdesivir,Paracetamol,Oxygen Support,1134,130.04,HIGH
2024-01-11,1064,Meadows-Torres Hospital,Lorettahaven,Ohio,Flu,Rainy,467,76,299,595,221,32,100,56,Paracetamol,Azithromycin,Vitamin C,934,50.25,LOW
2024-01-12,1092,Navarro PLC Hospital,Jessicachester,Idaho,Pneumonia,Summer,380,49,309,250,128,40,107,37,Amoxicillin,Azithromycin,Cough Syrup,1520,123.6,HIGH
2024-01-13,1006,"Moody, Roberts and Hood Hospital",East Hannah,Tennessee,Typhoid,Summer,477,118,299,577,204,55,81,72,Ciprofloxacin,Azithromycin,ORS,2385,51.82,LOW
2024-01-14,1080,"Rasmussen, Guzman and Rollins Hospital",Port Troy,Oklahoma,Flu,Winter,463,107,427,282,188,38,120,71,Paracetamol,Azithromycin,Vitamin C,2315,151.42,HIGH
2024-01-15,1078,King and Sons Hospital,New Crystalhaven,Idaho,Dengue,Summer,265,47,185,213,74,17,53,30,ORS,Platelets,Paracetamol,1060,86.85,HIGH
2024-01-16,1050,"Carr, Rodriguez and White Hospital",Jenniferport,Indiana,Typhoid,Winter,155,16,108,561,68,11,30,8,Ciprofloxacin,Azithromycin,ORS,620,19.25,LOW
2024-01-17,1079,"Ramirez, Lara and Green Hospital",South Brianview,Kentucky,Malaria,Summer,130,24,109,175,60,10,31,15,Chloroquine,Artemisinin,Primaquine,520,62.29,LOW
2024-01-18,1089,"Sutton, Brown and Bryan Hospital",Port Carla,South Dakota,Typhoid,Winter,132,27,104,462,33,15,26,18,Ciprofloxacin,Azithromycin,ORS,264,22.51,LOW
2024-01-19,1031,"Melton, Butler and Robinson Hospital",East Thomaston,Illinois,Typhoid,Winter,380,67,272,325,83,25,64,23,Ciprofloxacin,Azithromycin,ORS,1900,83.69,MEDIUM
2024-01-20,1034,"Sanchez, Fields and Alvarez Hospital",West Joe,South Dakota,COVID,Winter,236,40,159,348,47,15,49,17,Remdesivir,Paracetamol,Oxygen Support,1180,45.69,LOW
2024-01-21,1047,Young-Hughes Hospital,Wrightchester,Wyoming,Pneumonia,Rainy,364,45,235,221,128,18,72,22,Amoxicillin,Azithromycin,Cough Syrup,728,106.33,HIGH
2024-01-22,1032,Hall Inc Hospital,Holmesland,Mississippi,Flu,Winter,459,45,282,279,114,52,93,29,Paracetamol,Azithromycin,Vitamin C,918,101.08,HIGH
2024-01-23,1031,"Jones, Christensen and Brown Hospital",North Anthonyburgh,Wisconsin,Pneumonia,Winter,299,73,185,174,97,22,72,25,Amoxicillin,Azithromycin,Cough Syrup,1196,106.32,HIGH
2024-01-24,1015,Rodriguez PLC Hospital,Brownborough,Wisconsin,Flu,Rainy,426,57,259,390,86,46,123,31,Paracetamol,Azithromycin,Vitamin C,1278,66.41,MEDIUM
2024-01-25,1018,"Petersen, Williams and Wade Hospital",Lake Theresaport,Wisconsin,Flu,Winter,330,67,235,124,109,26,53,21,Paracetamol,Azithromycin,Vitamin C,990,189.52,HIGH
2024-01-26,1056,"Thomas, Myers and Peck Hospital",Rickyfort,Missouri,COVID,Rainy,339,64,214,490,101,25,69,40,Remdesivir,Paracetamol,Oxygen Support,678,43.67,LOW
2024-01-27,1018,Robinson PLC Hospital,Morganville,Hawaii,Malaria,Winter,344,43,310,369,104,25,77,18,Chloroquine,Artemisinin,Primaquine,1376,84.01,MEDIUM
2024-01-28,1043,Bennett-Guerrero Hospital,Yolandaton,Wyoming,Dengue,Rainy,204,45,133,588,49,20,41,20,ORS,Platelets,Paracetamol,408,22.62,LOW
2024-01-29,1009,"Calhoun, Chapman and Summers Hospital",East Philipside,Montana,Malaria,Rainy,418,85,392,531,163,35,65,61,Chloroquine,Artemisinin,Primaquine,1672,73.82,MEDIUM
2024-01-30,1035,Mckay Inc Hospital,Port April,Illinois,Dengue,Winter,485,119,331,350,203,30,87,74,ORS,Platelets,Paracetamol,1455,94.57,HIGH
2024-01-31,1081,Cruz Inc Hospital,Dorseybury,Michigan,COVID,Summer,182,43,152,364,45,17,29,28,Remdesivir,Paracetamol,Oxygen Support,910,41.76,LOW
2024-02-01,1003,"Henry, Howard and Cox Hospital",Port Aaron,New York,Pneumonia,Rainy,362,86,226,460,154,36,70,44,Amoxicillin,Azithromycin,Cough Syrup,1448,49.13,LOW
2024-02-02,1043,Moore Inc Hospital,Kimberlychester,Kentucky,Malaria,Winter,365,66,279,381,169,21,90,23,Chloroquine,Artemisinin,Primaquine,1460,73.23,MEDIUM
2024-02-03,1086,Harvey LLC Hospital,Jeffreyborough,Illinois,Typhoid,Winter,157,19,126,408,75,12,28,6,Ciprofloxacin,Azithromycin,ORS,471,30.88,LOW
2024-02-04,1075,"Kennedy, Dixon and Jones Hospital",New Brittneymouth,Florida,COVID,Winter,99,19,63,499,45,10,28,13,Remdesivir,Paracetamol,Oxygen Support,297,12.63,LOW
2024-02-05,1004,"Jones, Miller and Powell Hospital",Lake Josephstad,Vermont,Malaria,Winter,159,15,142,483,79,15,34,10,Chloroquine,Artemisinin,Primaquine,318,29.4,LOW
2024-02-06,1052,"Bowen, Garcia and Davila Hospital",Heatherstad,South Carolina,COVID,Winter,417,41,385,559,187,40,69,12,Remdesivir,Paracetamol,Oxygen Support,2085,68.87,MEDIUM
2024-02-07,1009,Brown-Russell Hospital,East Kevinton,New Mexico,COVID,Rainy,387,70,356,104,97,40,104,53,Remdesivir,Paracetamol,Oxygen Support,1161,342.31,HIGH
2024-02-08,1068,Cooper-Obrien Hospital,Ellisport,Maryland,Pneumonia,Rainy,226,29,177,449,105,21,39,9,Amoxicillin,Azithromycin,Cough Syrup,904,39.42,LOW
2024-02-09,1055,Campbell LLC Hospital,North Aaron,Wisconsin,Malaria,Rainy,367,38,248,181,118,33,91,13,Chloroquine,Artemisinin,Primaquine,1468,137.02,HIGH
2024-02-10,1039,"Chandler, Daugherty and Mendoza Hospital",West Steven,Arizona,Typhoid,Summer,295,37,201,365,130,23,84,23,Ciprofloxacin,Azithromycin,ORS,590,55.07,LOW
2024-02-11,1082,Fitzpatrick LLC Hospital,Barrettshire,South Carolina,COVID,Winter,302,64,255,183,98,23,73,33,Remdesivir,Paracetamol,Oxygen Support,604,139.34,HIGH
2024-02-12,1006,Chavez-Lewis Hospital,South Brianport,Pennsylvania,Dengue,Summer,150,29,90,368,58,14,31,18,ORS,Platelets,Paracetamol,450,24.46,LOW
2024-02-13,1048,"Chen, Bell and Miller Hospital",Jasonmouth,Minnesota,COVID,Summer,306,58,251,515,122,31,64,19,Remdesivir,Paracetamol,Oxygen Support,1530,48.74,LOW
2024-02-14,1069,Johnson Group Hospital,Lake Timothyburgh,South Dakota,Typhoid,Summer,419,47,383,270,93,33,74,22,Ciprofloxacin,Azithromycin,ORS,1676,141.85,HIGH
2024-02-15,1021,Brady-Barber Hospital,Kimberlychester,Alaska,Typhoid,Winter,492,75,353,524,234,45,85,50,Ciprofloxacin,Azithromycin,ORS,984,67.37,MEDIUM
2024-02-16,1040,Smith-Randall Hospital,Reneeton,Delaware,Malaria,Rainy,356,66,328,354,140,35,71,27,Chloroquine,Artemisinin,Primaquine,1424,92.66,HIGH
2024-02-17,1058,Blackwell-Bell Hospital,Wilsonshire,Vermont,Pneumonia,Winter,241,36,180,483,103,26,38,17,Amoxicillin,Azithromycin,Cough Syrup,482,37.27,LOW
2024-02-18,1060,Pugh PLC Hospital,Davidland,Kansas,COVID,Rainy,427,71,332,275,129,44,104,28,Remdesivir,Paracetamol,Oxygen Support,1281,120.73,HIGH
2024-02-19,1081,Porter-Lang Hospital,Nguyenfurt,Rhode Island,Typhoid,Winter,496,41,341,276,152,45,99,23,Ciprofloxacin,Azithromycin,ORS,1488,123.55,HIGH
2024-02-20,1089,Burgess-Caldwell Hospital,Matthewland,Oklahoma,COVID,Rainy,87,13,79,174,35,8,24,9,Remdesivir,Paracetamol,Oxygen Support,348,45.4,LOW
2024-02-21,1044,"Smith, Jones and Mcmahon Hospital",Laurieburgh,Georgia,Flu,Rainy,420,49,266,169,170,47,85,20,Paracetamol,Azithromycin,Vitamin C,2100,157.4,HIGH
2024-02-22,1067,"Martin, Wilson and Giles Hospital",South Lydialand,Nebraska,Pneumonia,Winter,490,64,298,330,109,32,90,24,Amoxicillin,Azithromycin,Cough Syrup,980,90.3,HIGH
2024-02-23,1022,Woodard-Smith Hospital,South Calvinland,Georgia,Malaria,Rainy,262,34,196,314,107,19,46,22,Chloroquine,Artemisinin,Primaquine,1048,62.42,LOW
2024-02-24,1045,"Bailey, Boyle and Roy Hospital",Beckberg,Kansas,Dengue,Summer,272,42,188,169,114,32,54,30,ORS,Platelets,Paracetamol,1088,111.24,HIGH
2024-02-25,1052,Wilson LLC Hospital,Sarahstad,Oregon,Dengue,Rainy,56,6,46,101,20,4,16,2,ORS,Platelets,Paracetamol,112,45.54,LOW
2024-02-26,1060,Buckley Group Hospital,Lake Cody,Delaware,Dengue,Rainy,170,17,128,160,60,12,45,10,ORS,Platelets,Paracetamol,850,80.0,MEDIUM
2024-02-27,1008,Odom-Clements Hospital,Anthonyside,Nebraska,Flu,Summer,252,22,178,347,65,13,59,13,Paracetamol,Azithromycin,Vitamin C,1008,51.3,LOW
2024-02-28,1063,Acosta-Wells Hospital,Lake Charleshaven,New York,Malaria,Rainy,275,33,241,412,105,32,53,10,Chloroquine,Artemisinin,Primaquine,550,58.5,LOW
2024-02-29,1031,Lopez-Blanchard Hospital,Michelleside,Connecticut,Typhoid,Summer,158,36,96,488,69,16,41,14,Ciprofloxacin,Azithromycin,ORS,474,19.67,LOW
2024-03-01,1020,Figueroa Group Hospital,Browntown,New Mexico,COVID,Rainy,281,62,231,572,92,28,67,33,Remdesivir,Paracetamol,Oxygen Support,1405,40.38,LOW
2024-03-02,1067,West PLC Hospital,Port Jose,Nebraska,COVID,Summer,274,28,174,294,117,24,63,12,Remdesivir,Paracetamol,Oxygen Support,1370,59.18,LOW
2024-03-03,1043,Chapman-Walker Hospital,Juliestad,Kansas,Flu,Rainy,374,67,333,586,79,44,96,39,Paracetamol,Azithromycin,Vitamin C,1496,56.83,LOW
2024-03-04,1034,Berry-Beck Hospital,East Lisa,Tennessee,COVID,Winter,183,27,120,439,73,14,39,19,Remdesivir,Paracetamol,Oxygen Support,549,27.33,LOW
2024-03-05,1012,King Group Hospital,South Jessicaville,New York,COVID,Summer,306,58,246,188,87,19,77,45,Remdesivir,Paracetamol,Oxygen Support,1530,130.85,HIGH
2024-03-06,1100,"Woods, Stuart and Burke Hospital",Paulville,Connecticut,Typhoid,Summer,347,73,211,282,74,24,94,54,Ciprofloxacin,Azithromycin,ORS,694,74.82,MEDIUM
2024-03-07,1035,Hill-Leon Hospital,Lake Robertfort,Michigan,Flu,Winter,348,72,209,586,89,22,97,55,Paracetamol,Azithromycin,Vitamin C,696,35.67,LOW
2024-03-08,1015,Russell-Lopez Hospital,Markland,Alabama,COVID,Winter,413,47,292,256,150,21,67,14,Remdesivir,Paracetamol,Oxygen Support,2065,114.06,HIGH
2024-03-09,1074,Wilson-Hansen Hospital,Wilsonview,Montana,Flu,Rainy,202,35,189,235,58,11,56,21,Paracetamol,Azithromycin,Vitamin C,808,80.43,MEDIUM
2024-03-10,1054,"Mosley, Yang and Lopez Hospital",Jasontown,Oklahoma,Typhoid,Rainy,159,17,144,492,42,10,44,12,Ciprofloxacin,Azithromycin,ORS,318,29.27,LOW
2024-03-11,1082,"Baker, Lawrence and Baker Hospital",Anthonyview,Oklahoma,Typhoid,Winter,198,34,178,594,60,16,40,14,Ciprofloxacin,Azithromycin,ORS,792,29.97,LOW
2024-03-12,1017,"Wilkinson, Hooper and Baker Hospital",Lake Rachel,Oklahoma,Flu,Winter,160,19,105,590,39,10,45,13,Paracetamol,Azithromycin,Vitamin C,320,17.8,LOW
2024-03-13,1098,Lewis-Phillips Hospital,East Victoria,Colorado,Malaria,Rainy,257,31,197,537,90,21,49,12,Chloroquine,Artemisinin,Primaquine,771,36.69,LOW
2024-03-14,1030,Evans-Johnson Hospital,North Jason,Hawaii,Pneumonia,Winter,402,39,312,235,164,43,60,24,Amoxicillin,Azithromycin,Cough Syrup,1608,132.77,HIGH
2024-03-15,1060,Clay LLC Hospital,Grossborough,Colorado,Malaria,Summer,183,23,135,527,62,10,33,11,Chloroquine,Artemisinin,Primaquine,915,25.62,LOW
2024-03-16,1059,Jackson-Knapp Hospital,North Christopherview,Georgia,Pneumonia,Winter,199,35,169,259,62,18,47,23,Amoxicillin,Azithromycin,Cough Syrup,597,65.25,MEDIUM
2024-03-17,1024,Vega Ltd Hospital,East John,Arkansas,Malaria,Rainy,251,24,199,487,116,28,64,9,Chloroquine,Artemisinin,Primaquine,502,40.86,LOW
2024-03-18,1072,"Dixon, Roberson and Johnson Hospital",Wrightfurt,New Mexico,Malaria,Rainy,305,39,264,191,142,25,78,20,Chloroquine,Artemisinin,Primaquine,610,138.22,HIGH
2024-03-19,1029,Lee-Cardenas Hospital,North Tracy,Washington,Malaria,Winter,112,13,75,424,50,6,29,7,Chloroquine,Artemisinin,Primaquine,224,17.69,LOW
2024-03-20,1024,"Lawrence, Jordan and Brown Hospital",Maldonadoview,California,Typhoid,Winter,89,12,77,363,18,9,20,6,Ciprofloxacin,Azithromycin,ORS,178,21.21,LOW
2024-03-21,1045,"Salinas, Schultz and Francis Hospital",Gutierrezfurt,North Carolina,Flu,Rainy,318,74,301,210,91,23,53,51,Paracetamol,Azithromycin,Vitamin C,636,143.33,HIGH
2024-03-22,1060,"Wang, Jones and Martin Hospital",Castilloland,Michigan,Flu,Summer,310,68,219,548,94,29,50,42,Paracetamol,Azithromycin,Vitamin C,1550,39.96,LOW
2024-03-23,1091,Raymond Ltd Hospital,Port Bradleytown,Ohio,Typhoid,Winter,124,24,105,268,32,11,28,12,Ciprofloxacin,Azithromycin,ORS,372,39.18,LOW
2024-03-24,1061,Smith-Johnson Hospital,Richardview,Arizona,Flu,Summer,68,15,48,570,19,5,16,6,Paracetamol,Azithromycin,Vitamin C,272,8.42,LOW
2024-03-25,1043,Gonzalez-Melendez Hospital,West Matthewburgh,Arkansas,Dengue,Summer,439,51,302,302,91,23,125,22,ORS,Platelets,Paracetamol,1756,100.0,HIGH
2024-03-26,1027,Macdonald Inc Hospital,Port Jessicahaven,Wisconsin,Pneumonia,Winter,117,11,96,104,33,10,22,6,Amoxicillin,Azithromycin,Cough Syrup,468,92.31,HIGH
2024-03-27,1026,Carroll and Sons Hospital,Port Paulamouth,New Hampshire,Dengue,Rainy,240,53,166,252,54,26,67,41,ORS,Platelets,Paracetamol,720,65.87,MEDIUM
2024-03-28,1029,"Butler, Powell and Miles Hospital",North Elizabethport,Rhode Island,Pneumonia,Winter,171,17,142,519,45,11,50,5,Amoxicillin,Azithromycin,Cough Syrup,513,27.36,LOW
2024-03-29,1003,Hoffman-Perez Hospital,Martinview,New Hampshire,Typhoid,Winter,278,34,261,356,92,14,54,17,Ciprofloxacin,Azithromycin,ORS,834,73.31,MEDIUM
2024-03-30,1085,"White, Williamson and Reid Hospital",Sylviaport,Massachusetts,COVID,Summer,86,17,69,179,24,4,22,12,Remdesivir,Paracetamol,Oxygen Support,344,38.55,LOW
2024-03-31,1063,Olson-Norman Hospital,Foxmouth,Alaska,Flu,Rainy,342,71,287,441,103,38,61,49,Paracetamol,Azithromycin,Vitamin C,1710,65.08,MEDIUM
2024-04-01,1046,Pacheco-Garza Hospital,Wilsontown,Missouri,Flu,Winter,184,44,137,115,52,20,48,13,Paracetamol,Azithromycin,Vitamin C,368,119.13,HIGH
